,ite_item_title,item_pair,score_similarida
261,tênis casual feminino sbelta sapatênis original novo passeio,tenis polo ralph lauren modelo cantor low branco masculino,0.125
262,tênis öus couro arquitetonico urucum essencial preto,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
263,tenis calce facil feminino actvitta original lançamento novo,tenis polo ralph lauren modelo cantor low branco masculino,0.125
264,tênis feminino modare casual ref: 7345101 linho,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
265,tênis feminino moleca tecido lurex fresh confort 5696303 ,tenis polo ralph lauren modelo cantor low branco masculino,0.125
266,tênis moleca nude feminino 5738.102 tendência original,tenis polo ralph lauren modelo cantor low branco masculino,0.125
267,tenis feminino santa lolla  branco - 01ac,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
268,tenis olympikus glam feminino - original,tenis polo ralph lauren modelo cantor low branco masculino,0.2
269,tênis asics - novablast tokyo - masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.4
270,tênis slip on petite jolie delicado sneak pj3095 pistache original,tenis polo ralph lauren modelo cantor low branco masculino,0.1
271,tênis branco feminino capricho like class monocolor,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
272,tv lcd sony de 32  kdl-32bx355 (lcd quebrado),tenis feminino fila recovery de corrida caminhada treino nfe,0.1111111111111111
273,bicicleta groove ska 90 (2021) - 19 ,bicicleta caloi andes aro 26 21v,0.16666666666666666
274,bike aro 29 caloi moab 18v 2x9v freio a disco mtb + brinde,bicicleta caloi andes aro 26 21v,0.18181818181818182
275,tenis qix hexagon preto natural,tenis polo ralph lauren modelo cantor low branco masculino,0.2
276,tênis olympikus hype unissex,tenis polo ralph lauren modelo cantor low branco masculino,0.25
277,bicicleta aro 26 feminina bicolor ultra bikes frete grátis,bicicleta caloi andes aro 26 21v,0.3333333333333333
278,sapatilha mtb 41br mod 8 preto - avva,tenis moleca moving 5632100 tratorado preto original oferta ,0.16666666666666666
279,tenis moleca verniz fresh neo nude d16,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
280,sapatênis west coast 187413cp masculino casual oferta,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
281,tênis feminino moleca napa branco 5728,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
282,tênis masculino court vision nike,tenis polo ralph lauren modelo cantor low branco masculino,0.4
283,melissa gadget bege,tenis melissa street 32898 original envio imediato + nf,0.3333333333333333
284,tênis feminino chunky sneaker vizzano - 1331102 - preto,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
285,sapatilha pink,sapatilha giro savix preto brilhante,0.5
286,tênis oakley socket - preto,tenis polo ralph lauren modelo cantor low branco masculino,0.25
287,tênis santa lolla feminino - tamanho 34,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
288,tênis infantil de couro - sziv,tenis polo ralph lauren modelo cantor low branco masculino,0.2
289,tênis trilha trekking adventure couro legítimo preto 1950,tenis polo ralph lauren modelo cantor low branco masculino,0.125
290,sapatenis tênis casual masculino solado preto diverso oferta,tenis polo ralph lauren modelo cantor low branco masculino,0.25
291,kit tênis feminino + meia para mulher adulto barato promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
292,bike caloi 700 confort aro 700,bicicleta caloi andes aro 26 21v,0.3333333333333333
293,tênis ua charged bright - preto/ vermelho,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
294,tênis mizuno hawk 3 esportivo masculino vermelho,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
295," botinha para academia, corrida, caminhada, crossfit+brinde",tenis feminino caminhada masculino esporte confortavel leve,0.14285714285714285
296,tênis rip curl riva,tenis polo ralph lauren modelo cantor low branco masculino,0.25
297,tênis mary jane basic preto,tenis polo ralph lauren modelo cantor low branco masculino,0.2
298,tênis esportivo olympikus masculino sonoro 799 branco,tenis polo ralph lauren modelo cantor low branco masculino,0.42857142857142855
299,bicicleta colli mtb aro 20 36 raias 21 marchas freio á disco,bicicleta caloi andes aro 26 21v,0.18181818181818182
300,sapatênis pegada nobuck masculino - preto 118403-10,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
301,tenis fila fore jogger branco feminino original lançamento,tenis polo ralph lauren modelo cantor low branco masculino,0.25
302,tenis feminino casual sapatenis original  promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
303,sapatenis rafarillo 65009,sapatenis casual masculino estiloso 24horas conforto qualida,0.3333333333333333
304,tenis dg sorrento g1 rosa unissex ouro,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
305,tenis masculino gangster gt220  casual conforto,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
306,sapatênis preto casual masculino pegada de couro 118672-08,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
307,bicicleta infantil menino aro 20 bicolor ultra bikes,tenis feminino infantil molekinha tie dye,0.125
308,roda livre de bicicleta de montanha 10speed 11t,bicicleta caloi andes aro 26 21v,0.125
309,tênis masculino olympikus enjoy kids/726 - infantil,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
310,"tênis usthemp short tem - cookie,shoyu,mel e gohan 2",tenis polo ralph lauren modelo cantor low branco masculino,0.125
311,tênis feminino usaflex aa1306 em couro ,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
312,tênis asics gel kayano 25 pronado corrida indigo original,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
313,tênis masculino e feminino multimarcas,tenis polo ralph lauren modelo cantor low branco masculino,0.5
314,bicicleta south legend aro 29 21v branco - tamanho 17,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
315,bicicleta fixa - quadro cromoly affinity,bicicleta caloi andes aro 26 21v,0.2
316,mizuno prophecy x 10 azul tam 40 novo,tenis feminino leve barato ganhe 1 colchonete p/ treino azul,0.14285714285714285
317,tênis p/caminhada -treino corrida confortável envio grátis ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
318,tenis fila invictus masculino f01l004156 original,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
319,tênis feminino salto plataforma lindo lançamento promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
320,sapatilha ciclismo tsw rocket ii + pedal shimano m505 promo,sapatilha giro savix preto brilhante,0.1111111111111111
321,tenis feminino slip on sapatilha casual iate sem cardaço,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
322,tênis usthemp amy temático - raposinhas,tenis polo ralph lauren modelo cantor low branco masculino,0.2
323,tênis usthemp spice temático -  labrador chocolate,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
324,bicicleta aro 16 wendy preta com adesivo de personagens,bicicleta caloi andes aro 26 21v,0.2222222222222222
325,bicicleta aro 29 elleven reactor freio hidráulico 12v,bicicleta caloi andes aro 26 21v,0.25
326,tênis stan smith  shock red  totalmente original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
327,tênis masculino olympikus cristal  marinho,tenis polo ralph lauren modelo cantor low branco masculino,0.4
328,tênis slip on feminino confort casual preto,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
329,tênis casual marca poim,tenis polo ralph lauren modelo cantor low branco masculino,0.25
330,bicicleta laranja e preta infantil aro 12 com rodinhas freio,tenis feminino infantil molekinha tie dye,0.1111111111111111
331,bicicleta aro 29 27v first lunix,bicicleta caloi andes aro 26 21v,0.3333333333333333
332,tênis flow royal comfort azul,tenis polo ralph lauren modelo cantor low branco masculino,0.2
333,tênis usthemp move temático - chihuahua pelo curto,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
334,combo running 3 pares tenis olymp olimp caminhada promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.125
335,sapatilha sh-me400 microajuste tamanhos spd - shimano,sapatilha giro savix preto brilhante,0.14285714285714285
336,tênis corrida mizuno wave creation 22 masculino azul,tenis polo ralph lauren modelo cantor low branco masculino,0.25
337,tênis asics gel nimbus 23 feminino - original,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
338,tênis casual feminino strass kolosh,tenis polo ralph lauren modelo cantor low branco masculino,0.2
339,sapatos masculinos tenis infantil bota coturno masculino,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
340,tênis adidas strutter eg5140,tenis polo ralph lauren modelo cantor low branco masculino,0.25
341,tênis beira rio feminino branco off - promoção  ,tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
342,tênis urban tropical preto_black,tenis polo ralph lauren modelo cantor low branco masculino,0.25
343,sapato branco masculino em couro,tenis polo ralph lauren modelo cantor low branco masculino,0.4
344,tenis infantil masculino menino escolar a o melhor do mercad,tenis polo ralph lauren modelo cantor low branco masculino,0.25
345,tênis azul foguete bebê pimpolho fase 1,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
346,smart tv tcl 43 polegadas display quebrado sai som,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.3333333333333333
347,bicicleta aro 20 preta kit aero laranja c capacete cma3e,bicicleta caloi andes aro 26 21v,0.2222222222222222
348,tênis puma wired unissex 366970  marh/bco,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
349, tv samsung un50ku6000g,smart tv led 43 full hd aoc com wi-fi hdmi usb 43s5195/78g,0.3333333333333333
350,tenis masculino olympikus holograma - preto/vermelho - (hol),tenis polo ralph lauren modelo cantor low branco masculino,0.2857142857142857
351,tênis mizuno titan feminino - cinza+rosa,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
352,kit 2 tenis masculino insanity corrida academia frete gratis,tenis polo ralph lauren modelo cantor low branco masculino,0.25
353,sapatênis barato masculino trabalho promoção black friday,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
354,sapatenis masculino est oskleen calvin marinner kit 2 pares,tenis polo ralph lauren modelo cantor low branco masculino,0.125
355,sapatilha sandugo,sapatilha giro savix preto brilhante,0.5
356,tênis wave creation 20 exercícios academia barato promoção,tenis polo ralph lauren modelo cantor low branco masculino,0.125
357,tenis adulto unisex super star lona preto 20010001,tenis polo ralph lauren modelo cantor low branco masculino,0.125
358,sapatilha fizik tempo r5 overcurve preta tam 37br,sapatilha giro savix preto brilhante,0.125
359,tênis rally feminino 7100 esportivo - preto/pink,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
360,tênis saturn labellamafia original entrega imediata +nf,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
361,sapatenis masculino 02 pares + corrente e óculos de sol kit,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
362,tênis feminino infantil molekinha baby 2124124,tenis polo ralph lauren modelo cantor low branco masculino,0.16666666666666666
363,tênis moleca mini floather casual preto - 5605.130,tenis polo ralph lauren modelo cantor low branco masculino,0.125
364,tênis infantil meninas molekinha,tenis polo ralph lauren modelo cantor low branco masculino,0.25
365,tênis overking sport k24325 preto / branco,tenis polo ralph lauren modelo cantor low branco masculino,0.3333333333333333
366,sapatos femininos elegantes e confortáveis com plataforma ch,bicicleta para crianca com varias cores  e com garantia ,0.14285714285714285
367,tênis para caminhada original leve material respirável ,tenis polo ralph lauren modelo cantor low branco masculino,0.14285714285714285
368,tênis feminino infantil sereia velcro luzinha de led pisca,tenis polo ralph lauren modelo cantor low branco masculino,0.1111111111111111
